id,puzzle,solution
483,000000000890003617056200809900800026003004000008632004147000250089005700200000000,731986542892543617456217839974851326623794185518632974147369258389425761265178493
484,000830067082600059093205080309060408206400070040700000000086720800000000060004000,154839267782641359693275184379562418216498573548713692435986721821357946967124835
485,002430106157006040040910050804300092209054017570008030326109005400082309008560021,982435176157826943643917258864371592239654817571298634326149785415782369798563421
486,012980307070106092908002560060801070000600003759000006896513704147208905523700018,612985347475136892938472561364851279281697453759324186896513724147268935523749618
487,501960080069100004034820100000007000170200050090300001010000000300001042008006910,521964783869173524734825196485617239173249658692358471917482365356791842248536917
488,364890007082576430970430160010080590050960014840305600597148306608003001430609080,364891257182576439975432168716284593253967814849315672597148326628753941431629785
489,602000014010700900050000003100200000060078040800003096086159032530600080400800060,672395814314786925958421673193264758265978341847513296786159432539642187421837569
490,708604002904800000000030870085702000309005700072010685001300000003270040807541006,738654912914827563256139874185762439369485721472913685641398257593276148827541396
491,700058204000000760124063050005006021401020000002005037007600100016000305349012000,763958214958241763124763859835476921471329586692185437587634192216897345349512678
492,001200360503006070708093120007010000000830700849000031950000480074000016180604053,491287365523146879768593124237415698615839742849762531956321487374958216182674953
493,284300670305680024671050089103049860409010753827006041700060408040100096900800010,284391675395687124671452389153749862469218753827536941712965438548173296936824517
494,031758042058020306009103780305294001100000059974581603046905007210046090500802000,631758942758429316429163785365294871182637459974581623846915237217346598593872164
495,532800104041302500900001000206100000098060050074508916020917085400000702005203001,532896174841372569967451328256139847198764253374528916623917485419685732785243691
496,060102800098400016007896032400080007001060980006240000005000103030600005704053028,563172849298435716147896532459381267321567984876249351685724193932618475714953628
497,009010060062090000070800934794050010035040820000706009000185400000609002180004605,349517268862493751571862934794258316635941827218736549926185473453679182187324695
498,700008000095273040600491587080006010306047800007182009000000000000030008960710320,741568293895273146632491587289356714316947852457182639573829461124635978968714325
499,300025007495307821270004060100700690009040038604080702910050280542600309063070000,386125947495367821271894563158732694729546138634981752917453286542618379863279415
500,200043000000090071005800090706400120002060000438012705001004930009600007800300500,297143658683295471145876293756438129912567384438912765561784932329651847874329516
501,089205000000700100000060009200300006498026037007859000001000064006507910070000350,789215643624793185153468279215374896498126537367859421531982764846537912972641358
502,024000060000047000970280401192500043068020910000090720400010500251700004037804090,524931867813647259976285431192578643768423915345196728489312576251769384637854192
503,602451900053076400004293086406729150070030260129560734348917000090682040000005897,682451973953876412714293586436729158875134269129568734348917625597682341261345897
504,006000350947010008000900000750000030003520080689030007508096040001000075300750800,126478359947315268835962714752689431413527986689134527578296143291843675364751892
505,000004985000385000004206700901003608008060270230807009009040300420000800780000000,362174985197385462854296731971423658548961273236857149619548327425739816783612594
506,251087093047359012006014005710005320382791560005000180170946200028100046469528730,251687493847359612936214875714865329382791564695432187173946258528173946469528731
507,000058060000967201081040070290875100138604007000201094003700002000010709409000300,927158463345967281681342975294875136138694527756231894513789642862413759479526318
508,000007062420006509030500018704605301010000250050008900000070020002050094003060170,581937462427186539639542718794625381318794256256318947965471823172853694843269175
509,892000470005700200074209130007008610000000900060020007000570001050803700089010354,892135476135746289674289135247958613513467928968321547326574891451893762789612354
510,900500003650094028781000050310006900060030871000080005149020000070005090530000100,924578613653194728781263459318756942465932871297481365149827536876315294532649187
511,162000000080000692903008105300004207000300009007012030035701000040905376729000801,162549783584173692973268145356894217218357469497612538635781924841925376729436851
512,000000000091430000726150009080040050000600004000003270070860935003005427950020080,348796512591432768726158349687249153235671894419583276172864935863915427954327681
513,108390070470506010029080643750010000600700301300009002040008030217400890800900024,168394275473526918529187643752813469694752381381649752945268137217435896836971524
514,371080026004070930600001807007610398080745600006803000730020009190307004462058070,371589426854276931629431857547612398983745612216893745738124569195367284462958173
515,812050039395421006706390002064030070100060040058714623000903100031506208080100367,812657439395421786746398512264835971173269845958714623627983154431576298589142367
516,703400000980051047051037960006000510030000070100300602304002000005014730608973020,763498251982651347451237968826749513539126874147385692374562189295814736618973425
517,500000048030050090491863205008001009000509020975000030050627480003015900706030012,567192348832754691491863275628341759314579826975286134159627483283415967746938512
518,039000706280956410406703000800367140074005090600804200045600029063200070120070060,539412786287956413416783952892367145374125698651894237745631829963248571128579364
519,049530702802946100005210000207894316001673520608125409000400093503709000904081057,149538762872946135365217984257894316491673528638125479716452893583769241924381657
520,821590003743268050500100008100902000076851040038000005600025810005084200080009000,821597463743268951569143728154932687976851342238476195697325814315684279482719536
521,317000004002406701090170030240610070001800420500020006020000007070080049138000062,317298654852436791496175238249613875761859423583724916924561387675382149138947562
522,500700004739860500260010807100000900000000378080903002800300000050600409090020000,518732694739864521264519837173258946925146378486973152847391265352687419691425783
523,046010300201370904000020106400201000708400019010750800300097500870000001105030407,946815372281376954537924186493281765758463219612759843364197528879542631125638497
524,360000912004100675009002080740010503038590021051324800090001008105003000400250100,367485912824139675519762384742816593638597421951324867293641758185973246476258139
525,027004030500037162001006480900100650752000091806005700060759213209601070105280946,627814539584937162391526487943172658752468391816395724468759213239641875175283946
526,000009000208040000160050408642080107300000005900010800026007314700432089400100570,534829761278641953169753428642385197381976245957214836826597314715432689493168572
527,800000430534786000961400078245308960000900347790000000002837094400095720079060000,827519436534786219961423578245378961618952347793641852152837694486195723379264185
528,030600070004200090000090108710000600050040300000571800283054001067000080591002040,938615472174283596625497138719328654852946317346571829283754961467139285591862743
529,308915042000000090006720081000081063147039825680050900704390006901502000000074239,378915642512846397496723581259481763147639825683257914724398156931562478865174239
530,406090201000208070009000860048073029003504000007180000035007692614032008090806000,486795231351268974279341865148673529963524187527189346835417692614932758792856413
531,000070000025931060000420800258600004190840706640302081002700005310254978570083002,964578213825931467731426859258617394193845726647392581482769135316254978579183642
532,700400069004003000080290405000000080570040690468900031050320800000800100000010057,725481369914563278386297415291736584573148692468952731157329846649875123832614957
533,509671003000048600800235000000700000704000060695000300080007010000583907057109008,529671483371948625846235791238796154714352869695814372983427516162583947457169238
534,807206010042000700000100209010065002953020671608790000060050020009007430005080000,897246513142539768536178249714365982953824671628791354461953827289617435375482196
535,059082307002007000040100095003006900904005008015004060300501000400639001091048023,659482317132957846748163295273816954964275138815394762386521479427639581591748623
536,732004060050008000000036027800090030560873000090105000106300850409051000300600401,732914568651728943948536127817492635564873219293165784176349852489251376325687491
537,900007002107002000040805070061028035809056704003409006000090007006280543204070800,985147362137962458642835179461728935829356714573419286318594627796281543254673891
538,000000007700206380050903142000701030000004270008000410907300804002450061041600003,423185697719246385856973142694721538135864279278539416967312854382457961541698723
539,600700149584310607010046030000930876073560914000071002049620000000097000705083001,632758149584319627917246538251934876873562914496871352149625783328197465765483291
540,008002600009000724602000831915780000370509168026043000063807200500000406081604503,738412695159368724642975831915786342374529168826143957463857219597231486281694573
541,900038000050040009020150706239010648584002000060000500742080365000003100003020000,971638254356247819428159736239715648584362971167894523742981365695473182813526497
542,602008305500030000407050000200063070000005018009407500045000200100040003000720100,692178345518634927437952861251863479374295618869417532745381296126549783983726154
543,001002965296001800850790021035417280000000000000530079500003410020084053603100090,371842965296351847854796321935417286718269534462538179589673412127984653643125798
544,074280510108060324030900000300600042209070601007005900701036005000010460820450000,674283519198567324532941876315698742289374651467125983741836295953712468826459137
545,400000075000140630090200040000981060026005780800000400742310000000024317000000800,431896275258147639697253148374981562926435781815762493742318956589624317163579824
546,564970030708032000090060008800050700300740820001000000007010503120394000006580241,564978132718432965293165478842653719359741826671829354487216593125394687936587241
547,007060498004009012001800005040020089209080500080045007000000000302050071400700026,537162498864539712921874635645327189279681543183945267716298354392456871458713926
548,064050070080926530502070600010007900000284100740300000800700456670040012420035789,964153278187926534532478691218567943359284167746391825893712456675849312421635789
549,700000020802090040950020180060040051500007402100080000009108000000200000001539004,746851329812793546953426187367942851598317462124685793479168235635274918281539674
550,030590027006800159809217060000389745940051003583702900600100578008000092020068031,431596827276834159859217364162389745947651283583742916694123578318475692725968431
551,040060100286109005000204690703690800192000700060302010800026300620803001900407060,349765182286139475571284693753691824192548736468372519814926357627853941935417268
552,051000080270140500000906000000089723028010005030527000490870210067001000182060390,951732684276148539843956172514689723728314965639527841495873216367291458182465397
553,005206080008150300000000000006300870000010006051648009804000100000589000070000620,315276984928154367647893512496325871283917456751648239834762195162589743579431628
554,000025361520103000600700028012587006080346000450200080005001047167050039000008005,974825361528163974631794528312587496789346152456219783895631247167452839243978615
555,301004500094053206750916000210000000080407020000200309020070034040002005105008900,361824597894753216752916483219365748583497621476281359628579134947132865135648972
556,010670940920804357005002180003407200640520700700100400034200600007906530160700820,318675942926814357475392186893467215641528793752139468534281679287946531169753824
557,903420856080305927025780430836254179090106000000900643360500018500800360748003005,973421856184365927625789431836254179497136582251978643369542718512897364748613295
558,629570348004028005801304720007000000905746080008015003006203504542169037103457060,629571348374628195851394726417832659935746281268915473796283514542169837183457962
559,200684090496005328075239000050306400031047250708050130369700510184063000000400803,213684795496175328875239641952316487631847259748952136369728514184563972527491863
560,087610023023094501000320064094000038365900107010040090509200000106000782248170059,487615923623894571951327864794561238365982147812743695579238416136459782248176359
561,600002000009860000070030000008000205093006017000050038000903502950041073004508000,681792354349865721275134986468317295593286417127459638816973542952641873734528169
562,127049006903067218506301040602198070401752080005630090310276050760000321204003007,127849536943567218586321749632198475491752683875634192318276954769485321254913867
563,010047509730529010090801060600002045107360890020000000300200900800900720060000054,218647539736529418495831267689172345147365892523498671371254986854916723962783154
564,465031970001000205072509300020053080514002709000007042006795003350020400200008001,465231978931874265872569314729453186514682739683917542146795823358126497297348651
565,007682010030000986106300420910000074052004063000800091040500730803460102500000600,497682315235741986186395427918236574752914863364857291641528739873469152529173648
566,600000070091000040000240013904523768003017000007096000478060350036104207000735486,642351879391678542785249613914523768863417925257896134478962351536184297129735486
567,197000840006108200000070160801006902400007680000810000638245700010000006952700408,197623845346158297285974163871436952423597681569812374638245719714389526952761438
568,309007200800240060004000003030900024940002800008074009005028000602039100480006002,319567248857243961264891573731985624946312857528674319195728436672439185483156792
569,104090256000516740000040198400850001000030900029471065780904500950000487201005609,174398256892516743635247198467859321518632974329471865783964512956123487241785639
570,524093601000007904710004500070006800000070000046509207000030002001002045067410398,524893671683157924719624583172346859958271436346589217495738162831962745267415398
571,081204096700803014046090300038010000152009637009000020000600900067300408500970000,381254796795863214246197385638712549152489637479536821813645972967321458524978163
572,027008401500600203031002796000106008009300027300700000000003560400091070750204310,627938451594617283831452796275146938149385627386729145912873564463591872758264319
573,086002793704809600093760804908000040470020000000000170809070051630091200107258009,586142793714839625293765814968317542471526938352984176829673451635491287147258369
574,000000000005000609704018053937000140000009300502000708208040501010070900050100027,326597814185324679794618253937862145841759362562431798278946531413275986659183427
575,600049510009010007035067090008403760046000009500006000050102000061900200290650103,672349518489215637135867492918423765746581329523796841854132976361978254297654183
576,090732856830000010520001374002950748409318600008007100005004200241080007000009460,194732856837465912526891374312956748479318625658247139965174283241683597783529461
577,170406259050091376960257408301900705547318690009700034034180567815670043706000821,178436259452891376963257418321964785547318692689725134234189567815672943796543821
578,080020609006800703230000080010580300000607005805000000128700400407160098060000000,781325649596814723234976581619582374342697815875431962128759436457163298963248157
579,517004060380700000000300009000140086830006070060037002000400591090603200070900030,517294863389761425246385719752149386831526974964837152623478591198653247475912638
580,034502001210468050800371602945087230020659018186000007000030000090706000008915720,634592871217468953859371642945187236723659418186243597572834169491726385368915724
581,063000810100637009007891306620070905075009000400508002502000700706002000000040060,963254817184637529257891346621473985875129634439568172542316798716982453398745261
582,300600200058021904004005063070400000060008325002030000010287030806153702037006081,391674258658321974724895163573462819469718325182539647915287436846153792237946581
583,056090000900068005040015000560287001000100502100650000410006280700800009600901304,856492173971368425243715896564287931387149562192653748419536287735824619628971354
584,090026038005008070020307694210600900689010703047000200030005806150903007076081359,794126538365498172821357694213674985689512743547839261932745816158963427476281359
585,471806000023104007080370004060043001004200609000600452000060300537082010106035048,471826593923154867685379124269543781754218639318697452842961375537482916196735248
586,020010009085002400014908023001094350439050608250380000007006085500809130108000240,623415879985732461714968523871694352439257618256381794347126985562849137198573246
587,000500004008741906402600005045380002097000063003050700004003650900825031351000007,769532814538741926412698375645387192897214563123956748284173659976825431351469287
588,070040306300000080184630029230000000007016040046090000720300590400080070010020008,972841356365972184184635729231458967597216843846793215728364591453189672619527438
589,020500000043608010108400060200090500516300080800010746400000620060000100380060479,627531894943678215158429367274896531516347982839215746491753628762984153385162479
590,000903500000600903530000628000010000850000162400065007000009006020134000008570019,264983571781652943539741628697218354853497162412365897175829436926134785348576219
591,380409607962000003400038200270500008854070932196083574628041750049007001701952040,385429617962715483417638295273594168854176932196283574628341759549867321731952846
592,009100406020604007000090050090000100006009020403051000900700300001963785630048010,879125436125634897364897251592376148716489523483251679958712364241963785637548912
593,000600000030002907294010000040000800361008094000000700700400009520031470400807260,175689342638542917294713685947365821361278594852194736783426159526931478419857263
594,095060184076941032002038679100600003000074000007103450500416807781305946624789310,395267184876941532412538679148652793953874261267193458539416827781325946624789315
595,000200005807030009259000000000405702075900000901087050030004000090802360600700004,143279685867531249259648137386415792475926813921387456532164978794852361618793524
596,200400030006050810080070904003795240900060300400103098050940000602500000100030700,279481635346259817581376924813795246925864371467123598758942163632517489194638752
597,000018264000927503003600097069403721000291356000000080008005040400130900172049635,795318264684927513213654897569483721847291356321576489938765142456132978172849635
598,010004287000607001780051300105006008079400002040510073308140000000802000000060004,516394287923687541784251369135726498679438152842519673398145726461872935257963814
599,560043190207095034940000870091570300006200580052030407689352741105080963730069058,568743192217895634943621875491578326376214589852936417689352741125487963734169258
600,690700281800090507030205946008907305027350060050620870204809000300000400070400010,695743281842196537731285946468917325927358164153624879214869753386571492579432618
601,400000230600002090003700184204000000307020069060901420000007005139008600002006300,475819236681342597923765184294683751317524869568971423846237915139458672752196348
602,600078000034950208000000600050004020860005070400600000002019764070800095009000832,615278943734956218298431657951784326863125479427693581582319764376842195149567832
603,030860702007000068008271003960040081083192074000038509000000005006420090170005000,435869712217354968698271453962547381583192674741638529329716845856423197174985236
604,000078100030060000160340098690500407070016059200090036000102980981600370500789040,459278163837961524162345798698523417374816259215497836746132985981654372523789641
605,000000051801060090070200038040000065097406203300050047704130020063020100025000080,632894751851763492479215638248371965597486213316952847784139526963528174125647389
606,009203704436810902250640813010002680005104200600090145000481390340900021900300400,189253764436817952257649813714532689895164237623798145572481396348976521961325478
607,700301004310005067005000100001007023037008000482053090000830070200000008100602000,726391584314285967895746132951467823637928415482153796569834271273519648148672359
608,301020090790300014040091063900514080000037549453069027275008001000003052100950000,381426795796385214542791863927514386618237549453869127275648931869173452134952678
609,060804920003090040020700816002300600975000080000500070200080761090407030730601450,567814923813296547429735816142378695975162384386549172254983761691457238738621459
610,001009530300060000405731080250000000130900040060070350010300000023608097700500100,671829534382465719495731682254183976137956248869274351916347825523618497748592163
611,174900000052718000300006000016390005020050690000000100763089040200160309980040056,174935862652718934398426517816392475427851693539674128763589241245167389981243756
612,690010003035000809080350706800000004400003600069020300000100000120496008006085107,694718253735642819281359746873561924412973685569824371958137462127496538346285197
613,054006200260003097903200610080600904700098100605007803026050009509062040800009000,154976238268513497973284615381625974742398156695147823426751389539862741817439562
614,180000364703619250000000907010590730328000600070206000200000109861000503007023046,189752364743619258652384917416598732328471695975236481234865179861947523597123846
615,090046001001380002070100800960013400000000100008904036025090010640001200000600000,893246571451387962276159843962713485734865129518924736325498617647531298189672354
616,015290436020001090608704020000650300000300062006412970250000719400970283009023054,715298436324561897698734125982657341147389562536412978253846719461975283879123654
617,097806000000370409603902580008617205100029003075438190850263010046085900000704058,497856321582371469613942587938617245164529873275438196859263714746185932321794658
618,900681200081000046307020009048910000520007008710030002000356801106248070835179624,954681237281793546367524189648912753523467918719835462472356891196248375835179624
619,830700005061428309972010060089046500046057801753801002400005023000132054300900100,834769215561428379972513468189246537246357891753891642417685923698132754325974186
620,013900008000100306870006010054213007080000100007060090000800064530604071408050200,613925748249187356875346912954213687386479125127568493791832564532694871468751239
621,000730001409800002172000608903008040056427319004003060385069170291370080607080903,568732491439816752172945638913658247856427319724193865385269174291374586647581923
622,001005092300090014529100706834060200096000040005049360050400900008000075003006420,461375892387692514529184736834761259296538147715249368652417983148923675973856421
623,000354000405009008030800049800000070500207001070068305307510986009000020180400000,928354617415679238736821549861935472593247861274168395347512986659783124182496753
624,024007000963000500100300009010736084048090003009408005405009670280073090091042308,824957136963821547157364829512736984648295713379418265435189672286573491791642358
625,080061049060030002904025000000000680000180900008600007090006570020000100800057004,285761349761439852934825716349572681672184935158693427493216578527948163816357294
626,070000050390400060562009040013500000000600235000000180009040000030870004800020300,174268953398451762562739841613582479987614235425397186759143628231876594846925317
627,050090178000380000070040609400006900027019380600070002006100000095700060030005200,354692178961387524872541639483256917527419386619873452246138795195724863738965241
628,984630700075940000020080090000010079600020000297850003000070930040200010000060040,984635721175942386326187594458316279631729458297854163862471935543298617719563842
629,093582714000074002040013958009000083430026591281005400800000100000200040000758600,693582714158974362742613958569147283437826591281395476825469137976231845314758629
630,009400000503082000100000205000751003300000100400030007604000800820346000795100430,269415378573682914148973265982751643357864192416239587634597821821346759795128436
631,451000063007000200002061000015037090090406058000005700020700080000000301038000906,451972863367548219982361547215837694793426158846195732629713485574689321138254976
632,000005017080000003051600000368050172400000350000370084090000406730000090100049005,643285917287491563951637248368954172472168359519372684895713426734526891126849735
633,080710000045000720010430089070904035500060000000503100000007000720008396153009002,986712453345896721217435689671984235538261947492573168869327514724158396153649872
634,000800000020070500069003070056001003018026049000030650003007920605040000090000400,537864192824179536169253874756491283318526749942738651483617925675942318291385467
635,150004000000000060072000980315490000200000050794005300629847031547603800000500006,156984273983752164472136985315498627268371459794265318629847531547613892831529746
636,800024096200093750790051040000000517068070900500902604900008120080109475315047869,851724396246893751793651248429386517168475932537912684974568123682139475315247869
637,300604000584321060200800401730406010020003608610082074040268005002037800870049120,391674582584321967267895431738456219429713658615982374143268795952137846876549123
638,070900412000612070109048000205461738001050694043870001500187006400506203068304150,876935412354612879129748365295461738781253694643879521532187946417596283968324157
639,000214300700305061103000050000001000350042710009706004000500083800107040006000027,965214378784395261123678459647831592358942716219756834471529683832167945596483127
640,000307800050100390100004007000906080065000040000470906000000000002050403743080650,429367815657128394138594267374916582965832741281475936596743128812659473743281659
641,000601037163840950074359800756000083900000260032086795340008009017030500000065071,598621437163847952274359816756294183981573264432186795345718629617932548829465371
642,047982500396047208008163409050030000000258703203010000075094301030825007062371854,147982536396547218528163479759436182614258793283719645875694321431825967962371854
643,300000570020000300000004090750900040000003100038405007009350401064208900503000020,396821574425697318817534692751962843642783159938415267279356481164278935583149726
644,500400612006500900301290050004070085608000079030100000059700401400800500002040008,597438612286517943341296857914672385628354179735189264859763421473821596162945738
645,051624390604908125280310047015042036020009051900531280340056870197480560568297413,751624398634978125289315647815742936423869751976531284342156879197483562568297413
646,060700912000010860500682034081265309623190050790048621308906007946570283100804096,864753912237419865519682734481265379623197458795348621358926147946571283172834596
647,508067300061800009030200005002000000003492017070300008014500092006009150300020080,548967321261835479937214865452178936683492517179356248714583692826749153395621784
648,000893000060040010380070000013080600000210900952706000000100470090300080000400006,241893765769542318385671294413985627678214953952736841536128479194367582827459136
649,460000095000402018081597046246970100003648572570030069009004001604029007020106004,462813795957462318381597246246975183193648572578231469839754621614329857725186934
650,820076054000050980365480012082001675016597030053860401594020163270605849608910527,829176354147253986365489712982341675416597238753862491594728163271635849638914527
651,900160300010500600800090700000601000035080901000002406276000500140000009590326107,952167384317548692864293715429651873635784921781932456276419538143875269598326147
652,142060859600100047307040006870050090009480000005796080080000004000014600000800931,142367859698125347357948216876251493219483765435796182781639524923514678564872931
653,596020031000350006830009570013586200650071084709234610145093728068710450007845169,596427831271358946834169572413586297652971384789234615145693728968712453327845169
654,600040700200008401408000092946100058000602014800590376004900100000030540039016800,613249785295768431478351692946173258357682914821594376784925163162837549539416827
655,708105006000060309629834071080000600042310098076409052000950420000003000000041007,738195246415762389629834571981527634542316798376489152167958423294673815853241967
656,830902001560183904000654708045069000980300106070021000309200800020495610416038295,834972561567183924291654738145869372982347156673521489359216847728495613416738295
657,201307009860100300090600071576231804420070100908564703600958417040000968700006005,251347689867195342394682571576231894423879156918564723632958417145723968789416235
658,000930402400857090008000051290740800800069175760318040004000000506180904000006030,657931482412857396938624751291745863843269175765318249384592617576183924129476538
659,050027089007530002620800000010000370004703090700409526140000005509001007376000000,453127689897536142621894753915682374264753891738419526142378965589261437376945218
660,000013407217004653354062000820459706063278010005001208090827045738100002000006001,689513427217984653354762189821459736963278514475631298196827345738145962542396871
661,000000040000704800050039210020083060000460082007000300908076500175000026002950070,719825643236714895854639217421583769593467182687192354948276531175348926362951478
662,304008500700050004050420000460039000000185436038006907807304005900860040040500090,394618572782953164156427389461739258279185436538246917817394625925861743643572891
663,020100406040020187170650300200798005060010043010430700650040079000570000780902000,329187456546329187178654392234798615867215943915436728653841279492573861781962534
664,970401862062758149081060730020013690739600280816290003000000900200086074000500320,975431862362758149481962735524813697739645281816297453657324918293186574148579326
665,000600910809301607065009823000802000048537060231490000502074300400103752700200100,374628915829351647165749823657812439948537261231496578512974386496183752783265194
666,410006300890207005200140086083400260009010004720000000500078029302590600008001003,415986372896237145237145986183459267659712834724863591561378429372594618948621753
667,200008153000000029500013600090004010000000070002789500861507392025836000007020865,276498153183675429549213687798354216354162978612789534861547392925836741437921865
668,430076009200009074976402003000058000003010750580090046054801000067020400009005300,435176829218539674976482513741658932693214758582397146354861297167923485829745361
669,000924876000307914047008020004500000091000002800002651009080140018763295002000008,135924876286357914947618523624531789591876432873492651369285147418763295752149368
670,720013896186090003035064000001007380590000704308200000857021400609385100013009058,724513896186792543935864271461957382592138764378246915857621439649385127213479658
671,908040072657000004300700000003200400062001790100570600800463257000020046040100038,918645372657932814324718569573296481462381795189574623891463257735829146246157938
672,000005090060300074207006013500701906000062150020000007900004700700500001000007340,438175692165329874297846513584731926379462158621958437913284765746593281852617349
673,090608075403297006600005009010824960860530400942006850100060002000900730009452000,291648375453297186678315249315824967867539421942176853184763592526981734739452618
674,001068000879140026060900400500017692016050380090830157950020800680300205020605700,241568973879143526365972418538417692716259384492836157953724861687391245124685739
675,094360800050071030001050006010890400060000290800037001023609107900703004106024309,794362815658471932231958746512896473367145298849237561423689157985713624176524389
676,104002638300806954850394217780040009900078305410039002000080090648021573579463020,194752638327816954856394217783245169962178345415639782231587496648921573579463821
677,100860000003040001040009006400008090906000000750090004001930060000052310060180750,197863245683245971245719836412578693936421587758396124521937468874652319369184752
678,800300650000680020006054000000920078020007090004538100019870006000006800000040900,847312659351689724296754381563921478128467593974538162419875236732196845685243917
679,000000843406070920300500000040803060103027090679100038760000301901705402820031600,257916843416378925398542716542893167183627594679154238764289351931765482825431679
680,400003000085040210970082640750009062208751930319000500130470059000095000000008006,421563798685947213973182645754839162268751934319624587132476859846295371597318426
681,703000000600000020940000005000030070430069002097124030070050204200087010050900760,783295641615843927942671385126538479438769152597124836871356294269487513354912768
682,320960780600100023070003400160009500200407098048006201703040850086092147010005360,321964785654178923879253416167829534235417698948536271793641852586392147412785369
683,540269107003050004029040865000600009001807500296405781004526900070984612062300000,548269137613758294729143865857612349431897526296435781184526973375984612962371458
684,051920706008056930003780000005637040706008150039014602067045018080160390302870005,451923786278456931693781524125637849746298153839514672967345218584162397312879465
685,403001900607000213001200004000419806060500020030628590706095002005367000390140000,423751968657984213981236754572419836869573421134628597716895342245367189398142675
686,968513720305002069020906000673050098050308006284097003890700035032869100746035982,968513724315472869427986351673251498159348276284697513891724635532869147746135982
687,010020900007080504040600000589710000001068045070532810152803600704000380308107000,613425978927381564845679123589714236231968745476532819152843697794256381368197452
688,405260030021000967006817025180600759900138200002905381209081003704500802018703004,475269138821354967396817425183642759957138246642975381269481573734596812518723694
689,050600002064032100290005000470050918000080020030001706041908003007020000029004580,153649872764832159298715634472356918916487325835291746541978263687523491329164587
690,050020040000700815100008007096040372000000400004270698075400080021000004008000500,857126943263794815149358267596841372782963451314275698975432186621589734438617529
691,003780002020059817089412006015067203078043109000100600500000000807534020000900000,153786492426359817789412536915867243678243159234195678592671384867534921341928765
692,600100907405089316090760002500010063000590020201800059300604290056028070040001635,623145987475289316198763542589412763734596821261837459317654298956328174842971635
693,006248000401709200729060800002100070158076024007024000000483792203000000870092031,536248917481759263729361845942135678158976324367824159615483792293517486874692531
694,000720000000081060070060408050030020900050607003100084700608203034975000060003900,586724391349581762172369458457836129918452637623197584795618243234975816861243975
695,700020901600001000001307045136000000050030000970006308560140090419008573020905000,785624931643591287291387645136859724854732169972416358567143892419268573328975416
696,006920508078061400200845360000050091967203800005098030004130000600570984792600150,346927518578361429219845367483756291967213845125498736854139672631572984792684153
697,090000075007063890008000230029008600005000901471090080000020000080350700930040000,693284175217563894548971236329418657865732941471695382756829413184356729932147568
698,001732506005000040000580070000000000680090020030200408470020009000605002060300000,841732596725916843396584271254863917687491325139257468473128659918645732562379184
699,804003007036781050050200830403502608690000340218634700180465020000020000000019006,824953167936781254751246839473592618695178342218634795187465923569327481342819576
700,470602908500378060600005702006100040300004500890056071000000800905030007030000000,473612958529378164681945732756183249312794586894256371247569813965831427138427695
701,145790020807000940029004000680900401001060030530001000000809057003540108958307200,145793826867152943329684715682935471791468532534271689416829357273546198958317264
702,205816493000050712000073600040002800002040579800107064067301950021785040538460127,275816493683954712194273685746592831312648579859137264467321958921785346538469127
703,015380090000206050000154060000010000030020500062003980300902807100078439780030020,615387294847296153293154768978615342431829576562743981354962817126578439789431625
704,608730004019408006003000895430506087560817003980020000096275438024081759805940002,658739124219458376743162895431596287562817943987324561196275438324681759875943612
705,036479000000206093409813002562080934004902001103504027005328709028107306001000000,236479185817256493459813672562781934784932561193564827645328719928147356371695248
706,095061072070050800040300510057920004400730080000000607983040001000180050060090000,395861472172459863846372519657928134419736285238514697983645721724183956561297348
707,700381694603000100090520080502010809860000031400050067001264000200035900006098052,725381694683479125194526783532617849867942531419853267951264378248735916376198452
708,045023671180060305070000028294000010000204030800790260537940180609518040010000002,945823671182467395376159428294635817761284539853791264537942186629518743418376952
709,004805002200061970005000100009020051510908700300510094000200080800104020427083510,174895362238461975965732148749326851512948736386517294651279483893154627427683519
710,000315070057084096300709250070090130800523047902001080095046710000052004480007029,629315478157284396348769251574698132861523947932471685295846713713952864486137529
711,070305080030280040200076593000564820800107004100020030007601209960000310500090400,479315682635289147218476593793564821852137964146928735387641259964752318521893476
712,072000946000004000008370002280610573751820604609040218007001400043752861516038709,372185946165294387498376152284619573751823694639547218827961435943752861516438729
713,020106000386200090005830000003000010600580047200690850100740008907000002538900001,729156384386274195415839726853427619691583247274691853162745938947318562538962471
714,001673002360001009004000000000305000472000500010780094100000006030090080090214375,951673842368421759724958163689345217472169538513782694145837926237596481896214375
715,087005006906718400435962010010079650200000104004000790000026009700100060008030000,187345926926718435435962817813479652279653184564281793341826579752194368698537241
716,012903800964007000385204769000000100803791652106008097630075921051639470479000000,712963845964857213385214769597326184843791652126548397638475921251639478479182536
717,203010540006500002009020760008105006900700030532098000180000627020481900090200400,273816549416579382859324761748135296961742835532698174184953627627481953395267418
718,043002805700400396080050004416793580300080001200560037001029008800100609067005103,643972815752418396189356274416793582375284961298561437531629748824137659967845123
719,031200500000790083000006941020853000006042000009000030510000020400020000097010360,931284576645791283782536941124853697376942158859167432513679824468325719297418365
720,006004005090001002852670940705198060219046530600502719501009420964087153307400890,176924385493851672852673941735198264219746538648532719581369427964287153327415896
721,005070001000402009004190060040001000700809003500000694013604200008030010002015340,895376421167452839234198567349561782726849153581723694913684275458237916672915348
722,006720005004006200012050306305164807007005060069870512000002700090647150051300004,836721945574936281912458376325164897187295463469873512648512739293647158751389624
723,200009607483006092690002050830017900500060030724000010900730001000001509100090203,251389647483576192697142358836417925519268734724953816962735481348621579175894263
